,Acquired Immunodeficiency Syndrome,Neoplasms,Cardiomegaly,Stomach Neoplasms,Multiple Sclerosis,Glioma,"Cardiomyopathy, Dilated",Hepacivirus,Spinocerebellar Ataxias,Alzheimer Disease,"Myositis, Inclusion Body",Ovarian Neoplasms,Melanoma,"Carcinoma, Non-Small-Cell Lung",Urinary Bladder Neoplasms,Esophageal Squamous Cell Carcinoma,"Thyroid Cancer, Papillary",Osteosarcoma,Retinoblastoma,"Carcinoma, Hepatocellular",Colorectal Neoplasms,Lung Neoplasms,Breast Neoplasms,Aging,Uterine Cervical Neoplasms,Esophageal Neoplasms,Parotid Neoplasms,Tongue Neoplasms,Depression,Huntington Disease,Mental Disorders,Schizophrenia,Testicular Neoplasms,Endometrial Neoplasms,"Carcinoma, Renal Cell",Prostatic Neoplasms,Adenocarcinoma of Lung,"Leukemia, Myeloid, Acute",Gallbladder Neoplasms,Colonic Neoplasms,Small Cell Lung Carcinoma,Pancreatic Neoplasms,Hematologic Neoplasms,Atherosclerosis,Periodontitis,"Aortic Aneurysm, Abdominal",Precursor Cell Lymphoblastic Leukemia-Lymphoma,Aortic Aneurysm,"Carcinoma, Basal Cell",Cardiovascular Diseases,Coronary Artery Disease,Coronary Disease,Diabetes Mellitus,Endometriosis,Intracranial Aneurysm,Frailty,Glaucoma,Leukemia,Myocardial Infarction,Nasopharyngeal Carcinoma,Neurofibromatoses,Peripheral Arterial Disease,"Neurofibroma, Plexiform",Stroke,"Diabetes Mellitus, Type 2",Thyroid Neoplasms,Hypertension,Primary Myelofibrosis,"Leukemia, Lymphocytic, Chronic, B-Cell",Medulloblastoma,Bone Diseases,"Osteoporosis, Postmenopausal",Bipolar Disorder,Panic Disorder,DiGeorge Syndrome,Mood Disorders,Autism Spectrum Disorder,"Leukemia, Lymphoid",Lymphoma,"Carcinoma, Embryonal",Autoimmune Diseases,Kidney Neoplasms,Head and Neck Neoplasms,Liver Cirrhosis,Osteoarthritis ,"Lymphoma, Mantle-Cell",Adrenocortical Carcinoma,Beckwith-Wiedemann Syndrome,Hydatidiform Mole,Choriocarcinoma,Congenital Hyperinsulinism,"Neoplasms, Germ Cell and Embryonal",Gestational Trophoblastic Disease,Glioblastoma,Hyperhomocysteinemia,Infertility,Liver Neoplasms,Marek Disease,Meningioma,Neural Tube Defects,Neuroblastoma,Obesity,Pheochromocytoma,Pituitary Neoplasms,Prader-Willi Syndrome,Pre-Eclampsia,Silver-Russell Syndrome,Trophoblastic Neoplasms,Wilms Tumor,Diabetic Cardiomyopathies,"Colitis, Ulcerative",Pneumoconiosis,"Heart Defects, Congenital",Parkinson Disease,Adenocarcinoma,Gastrointestinal Neoplasms,"Arthritis, Rheumatoid",Gastrointestinal Stromal Tumors ,Asthenozoospermia,Squamous Cell Carcinoma of Head and Neck,"Diabetes Mellitus, Type 1",Uterine Neoplasms,Multiple Myeloma,Hemangioma,"Carcinoma, Ovarian Epithelial",Pulmonary Arterial Hypertension,Amyotrophic Lateral Sclerosis,"Vitreoretinopathy, Proliferative",Congenital Microtia,HIV,Diabetic Retinopathy,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",Substance-Related Disorders,Myelodysplastic Syndromes,"Purpura, Thrombocytopenic",Metabolic Syndrome,Myopia,"Leukemia, Myeloid",Down Syndrome,Psoriasis,Burkitt Lymphoma,Cleft Lip,Diabetic Nephropathies,Hodgkin Disease,Plasmacytoma,Asthma,"Leukemia, Promyelocytic, Acute ","Lymphoma, B-Cell ",Rhabdomyosarcoma,"Anemia, Aplastic ",Dyskeratosis Congenita,"Renal Insufficiency, Chronic",Hepatoblastoma,"Carcinoma, Squamous Cell",Urinary Bladder,Klinefelter Syndrome,"Glomerulonephritis, Membranous"
MEG3,0.4581074,0.98602515,0.4396491,0.9856528,0.46445623,0.98512393,0.37953302,0.37822822,0.38785657,0.9847775,0.42000276,0.9825485,0.48019034,0.98479915,0.9859059,0.9839905,0.40664554,0.98339474,0.9548644,0.9862971,0.98578393,0.982594,0.9864548,0.4598104,0.97892404,0.4718675,0.45973024,0.45973024,0.45663673,0.9833027,0.4489859,0.94882035,0.4702567,0.9821378,0.98626906,0.98351276,0.9803348,0.9768468,0.96952945,0.9795222,0.44364753,0.98281693,0.43986857,0.44951665,0.41911942,0.40601078,0.40946287,0.50335777,0.41386577,0.64145744,0.40570644,0.40372095,0.9583663,0.40470514,0.40709928,0.40788662,0.40851232,0.50567126,0.5971922,0.9792608,0.4012272,0.40421474,0.40278834,0.93985677,0.96990156,0.9606497,0.72746956,0.94707376,0.8412298,0.40109512,0.3210311,0.3210311,0.4861564,0.47498977,0.39558327,0.44997945,0.44998243,0.4039777,0.45404187,0.3963958,0.4255009,0.980267,0.4429604,0.9600607,0.9685475,0.4442496,0.39561695,0.39884874,0.39438725,0.3951078,0.39596346,0.39445904,0.39439675,0.47655153,0.3961526,0.396572,0.45763034,0.39573237,0.9271435,0.3938456,0.98140085,0.39538524,0.39512676,0.96809953,0.3940498,0.44882846,0.39457527,0.3942106,0.4291673,0.42543194,0.39553005,0.39576647,0.39663348,0.4334717,0.45924282,0.4370863,0.42407995,0.4256176,0.42762765,0.42255858,0.3780924,0.40356815,0.9629097,0.40653387,0.94204736,0.4085013,0.41719216,0.4110031,0.41890812,0.4163459,0.40401575,0.95461273,0.96810246,0.9559606,0.94983363,0.95173854,0.4160437,0.4160437,0.40909982,0.41270912,0.43910536,0.43909872,0.43910196,0.4392769,0.43910453,0.43852374,0.4393175,0.43927827,0.4352214,0.4148005,0.30639362,0.4391134,0.43911397,0.4586207,0.45861465,0.44404793,0.44521803
MESTIT1,0.54980546,0.67188525,0.051274806,0.82839775,0.054718357,0.7181399,0.54755896,0.5476071,0.33406225,0.618278,0.05209652,0.4239725,0.56254196,0.69497,0.38119078,0.18613937,0.056180652,0.21602735,0.051633988,0.42800763,0.6611706,0.090769194,0.90012485,0.06130355,0.067491725,0.056713637,0.05311346,0.05311346,0.051499743,0.12620229,0.05127068,0.576866,0.055787005,0.08073692,0.9192172,0.6152296,0.07116272,0.0628037,0.055174682,0.06833958,0.050947648,0.097294934,0.05108588,0.049273856,0.049663324,0.049573608,0.04968854,0.049744263,0.049675003,0.049781475,0.049449034,0.04957833,0.05168521,0.049490456,0.051462352,0.049651746,0.049656674,0.053899698,0.050568383,0.06650758,0.04959145,0.049575195,0.04961904,0.05057001,0.5550943,0.052804068,0.054243922,0.050907355,0.0926038,0.049508713,0.05090482,0.05090482,0.06992612,0.063995495,0.058386244,0.051667735,0.05166912,0.049631868,0.066861086,0.049448043,0.06555997,0.07335793,0.054400045,0.051960606,0.054640993,0.052362297,0.04940849,0.049454577,0.049391568,0.049402367,0.04941092,0.04938987,0.04939097,0.06283348,0.04941507,0.0494252,0.052269332,0.049411807,0.05018845,0.049381483,0.08705718,0.04940244,0.049398698,0.054571006,0.049385138,0.051302798,0.04940816,0.049390472,0.05705654,0.050084665,0.04941069,0.049411457,0.049425058,0.050359797,0.0582762,0.050804507,0.05015049,0.05020243,0.050292652,0.05009288,0.052586686,0.049536783,0.053372055,0.04959006,0.050704382,0.049599543,0.049777437,0.04964273,0.04981931,0.05044807,0.049537063,0.051626004,0.054668166,0.051768143,0.051197004,0.05135438,0.050602555,0.050602555,0.05132359,0.54918736,0.051189337,0.051188108,0.05118837,0.05120268,0.05118956,0.05114302,0.05120477,0.051203083,0.05303522,0.049811956,0.049737398,0.05153792,0.05153974,0.053983357,0.053982288,0.051459286,0.051549025
MIAT,0.09519942,0.97460747,0.07567172,0.9681641,0.09613895,0.9550723,0.5591408,0.55899036,0.092951536,0.95390356,0.09123709,0.953339,0.6971448,0.9512547,0.9724324,0.6802537,0.06474308,0.89242816,0.081139974,0.97756004,0.96984375,0.86279416,0.9794971,0.12949094,0.7078725,0.16862415,0.0966706,0.09667058,0.4594377,0.9084085,0.32116848,0.79137325,0.12303013,0.7685447,0.977291,0.90657556,0.7746402,0.61707366,0.61574924,0.5914583,0.07500417,0.37885126,0.07442549,0.06034916,0.09200889,0.07791315,0.077434994,0.15232892,0.08626464,0.1895237,0.06201551,0.0696833,0.13781683,0.062933676,0.06381679,0.07268419,0.072513245,0.30493996,0.5613674,0.72926384,0.07475772,0.06881249,0.07256258,0.08743469,0.620044,0.091778524,0.553734,0.289183,0.5895501,0.061850656,0.12334714,0.123347126,0.35356438,0.1786645,0.115770966,0.15619853,0.15734133,0.18959016,0.1425952,0.06130593,0.3781915,0.78347325,0.41336927,0.58405566,0.111515224,0.44238117,0.06116056,0.061541088,0.061035614,0.061116435,0.061192952,0.061027747,0.061031375,0.27509016,0.061221734,0.06128411,0.086026534,0.061188255,0.067958295,0.060969017,0.83627164,0.061204135,0.061097067,0.110334784,0.060997475,0.090813264,0.061028134,0.061026435,0.073472545,0.085356794,0.061179496,0.06118636,0.06128195,0.06911103,0.09560666,0.07169828,0.06689084,0.06732535,0.06796528,0.066457435,0.06783311,0.56148916,0.09760264,0.5618808,0.56043416,0.56200236,0.5633766,0.56230736,0.563723,0.56283563,0.56164074,0.081196845,0.12055705,0.08215292,0.07809344,0.078977026,0.06551071,0.06551071,0.5626146,0.10627772,0.07529485,0.07528545,0.07528727,0.07540694,0.0752953,0.074911706,0.07542284,0.07540899,0.071034156,0.06513112,0.05718533,0.072028376,0.07202869,0.09248783,0.09247891,0.16298142,0.15927064
MINA,0.09814287,0.97669,0.080300055,0.9718445,0.10621055,0.9617378,0.061073292,0.060910907,0.06232273,0.46034017,0.066931345,0.95984733,0.770052,0.95878494,0.9754871,0.9552168,0.0661195,0.91318846,0.087048285,0.9794014,0.97323203,0.8886473,0.9809209,0.10012152,0.77545303,0.14780697,0.10006736,0.10006736,0.0813459,0.42444256,0.078699045,0.320483,0.14785081,0.36935946,0.9790628,0.9236151,0.7346574,0.5573839,0.4725122,0.7872754,0.079018876,0.40895212,0.078872606,0.061833885,0.06412759,0.063610226,0.06426337,0.06403834,0.06432435,0.06430669,0.06339149,0.06362003,0.088503875,0.0633239,0.06412782,0.06414133,0.06412361,0.100678176,0.06410764,0.7695694,0.063461326,0.0636828,0.06344646,0.07481872,0.13520248,0.099634476,0.065366745,0.078678966,0.09718327,0.06405001,0.056646273,0.056646273,0.24765179,0.17462073,0.064020894,0.08098061,0.08098224,0.0638297,0.08215066,0.06337019,0.06825864,0.3161705,0.075455874,0.09194883,0.12506078,0.07522476,0.06326195,0.06361361,0.06311793,0.06321139,0.06328889,0.063104756,0.06311296,0.71488553,0.063324094,0.063411035,0.093691394,0.06329454,0.070537515,0.06303079,0.8506615,0.063121974,0.06317935,0.12349203,0.063061155,0.08709587,0.0630634,0.06310749,0.07100658,0.06917881,0.06328402,0.06329238,0.06341283,0.072338395,0.08974352,0.07578381,0.07010493,0.07062504,0.07138038,0.06959324,0.06209924,0.063899,0.10736614,0.06437264,0.076162286,0.06451405,0.066181675,0.06488934,0.06660488,0.065525144,0.064013526,0.08690772,0.124662906,0.08867852,0.081832044,0.083679006,0.06844421,0.06844421,0.06550301,0.06684927,0.0799194,0.07990884,0.0799107,0.0800529,0.07991886,0.079467125,0.080070764,0.08005414,0.07312921,0.06669248,0.056423705,0.076223746,0.07622414,0.09467986,0.09466942,0.07923491,0.0801053
MIR100HG,0.057422496,0.43838933,0.054139167,0.865831,0.058054857,0.31931,0.050500087,0.050469566,0.0508767,0.33381534,0.05175957,0.32753065,0.08496984,0.32542166,0.4305861,0.28397784,0.051291563,0.15942258,0.054870322,0.4529847,0.4095116,0.13341561,0.46402657,0.057235204,0.5857056,0.06418046,0.0571301,0.0571301,0.05416238,0.1930418,0.053723104,0.10351218,0.062334582,0.11410707,0.9485782,0.18201263,0.09302729,0.07232089,0.0612664,0.08754757,0.053638898,0.14635375,0.053881884,0.05066906,0.051121347,0.051016502,0.05114079,0.051134836,0.051154286,0.05119878,0.050970834,0.05101459,0.05495503,0.050957523,0.051180504,0.0511153,0.051112708,0.05746996,0.05120257,0.08362046,0.050987467,0.051026057,0.050987232,0.052971825,0.44956753,0.056954514,0.0517905,0.0535652,0.0569389,0.051112268,0.049538217,0.049538217,0.08366113,0.07002215,0.05111903,0.054097492,0.054097768,0.051062297,0.05476905,0.05097698,0.052193683,0.10264344,0.05342695,0.05545647,0.060372364,0.05325509,0.05095432,0.051023513,0.05092569,0.050943747,0.050957486,0.05092268,0.050924707,0.07546023,0.05096449,0.050982863,0.05596243,0.050959714,0.05227923,0.050907966,0.6229716,0.050928857,0.050937183,0.06023313,0.05091377,0.05420757,0.050916407,0.050923698,0.05240036,0.052024614,0.050957594,0.050959267,0.050982937,0.052576996,0.05556616,0.053218223,0.052185345,0.052278634,0.05241722,0.052089546,0.050432585,0.05102995,0.058037005,0.05111862,0.053190805,0.051144935,0.051452287,0.051216587,0.05152921,0.0513488,0.051057,0.05485775,0.060437646,0.055114944,0.054087207,0.054368977,0.5514544,0.5514544,0.05140299,0.05167199,0.05406911,0.054067284,0.054067615,0.054093096,0.054069012,0.05398787,0.054096416,0.054093305,0.05274088,0.051566508,0.049487393,0.053192746,0.053192765,0.056225773,0.056224156,0.053758867,0.05390383
MIR155HG,0.3305761,0.8929024,0.052851275,0.8821606,0.05730105,0.7876792,0.54546744,0.54657954,0.21087952,0.80339384,0.05257744,0.6398486,0.44626412,0.68014127,0.4181322,0.25099063,0.05076804,0.15175635,0.053434715,0.4471828,0.42322528,0.115818836,0.4718841,0.057341825,0.07787905,0.06093189,0.055354774,0.055354774,0.053727925,0.17099845,0.05304231,0.59232974,0.059445105,0.099688776,0.9430758,0.6533747,0.084953606,0.06963316,0.05876714,0.07918349,0.05243883,0.12610832,0.05263095,0.0500586,0.05130532,0.050995026,0.05116342,0.051818,0.05126033,0.051971942,0.05031462,0.05085499,0.05351204,0.050374024,0.056173757,0.050998744,0.05098793,0.062102344,0.05733862,0.076235965,0.05105931,0.050795652,0.05100411,0.0519294,0.55896604,0.05512691,0.42722684,0.052411295,0.55502,0.05038922,0.049374454,0.049374454,0.096124604,0.07209135,0.05482952,0.053417835,0.053422067,0.052535746,0.54319185,0.050293963,0.2127067,0.08870914,0.077161774,0.053942654,0.057851095,0.072227955,0.05025604,0.05031492,0.05023247,0.050247367,0.050258964,0.050230075,0.050231665,0.06990626,0.050264716,0.050279338,0.0543241,0.050260495,0.05135579,0.050218195,0.108703904,0.050239295,0.05024217,0.05774233,0.050223134,0.05290734,0.050235707,0.050230883,0.05212334,0.05120297,0.050258834,0.050260104,0.050279316,0.05158602,0.05573171,0.052104928,0.051259406,0.051335063,0.05144867,0.05118125,0.05087707,0.050446026,0.055978265,0.050526094,0.052170437,0.050545074,0.050800204,0.05061054,0.050858244,0.05177734,0.050446138,0.05342437,0.05790681,0.053630378,0.05280435,0.05303072,0.05154166,0.05154166,0.052630324,0.35773253,0.052782148,0.052780624,0.05278092,0.052801486,0.05278224,0.052716166,0.05280437,0.0528018,0.052239187,0.050766766,0.049758203,0.052360397,0.052360624,0.055540424,0.055538844,0.052716725,0.05283856
MIR17HG,0.072564825,0.9491794,0.055474345,0.9219954,0.07297818,0.8569347,0.05470436,0.055033665,0.05247131,0.37063146,0.052564926,0.6494893,0.09627572,0.7530168,0.4436648,0.32607645,0.05200588,0.1925325,0.056415908,0.4612739,0.42941335,0.15913044,0.46731845,0.05936023,0.09670547,0.06820122,0.059203956,0.059203956,0.055532344,0.23156708,0.054986253,0.59077644,0.065845,0.13480231,0.9587776,0.61759484,0.107346065,0.07893427,0.06445157,0.09903335,0.054881755,0.17635992,0.055148114,0.051247764,0.051800758,0.05167275,0.051825475,0.05181666,0.05184274,0.051881704,0.05161573,0.051670272,0.05654956,0.051599894,0.05209326,0.051792406,0.051788237,0.059735946,0.051952314,0.093954526,0.051641513,0.05168224,0.051636256,0.054052725,0.5651919,0.05900949,0.05462121,0.054797515,0.059958156,0.05178467,0.049918573,0.049918573,0.09368397,0.07560522,0.051838864,0.055453468,0.055453908,0.051772214,0.5556749,0.05162383,0.08519831,0.112187356,0.057141647,0.057158843,0.063333824,0.05600213,0.05159478,0.05167832,0.05156043,0.051582236,0.051598962,0.051556867,0.051559277,0.08289504,0.05160738,0.051629286,0.05775585,0.051601447,0.05320307,0.051539186,0.1458707,0.05156322,0.05157434,0.06315739,0.051546197,0.055579036,0.051549193,0.051558007,0.05340271,0.05289127,0.051598873,0.05160093,0.051629405,0.053573098,0.057979688,0.05434318,0.053088773,0.053202376,0.053370263,0.05297294,0.051106635,0.051695354,0.0603771,0.05180238,0.05431067,0.05183439,0.05220594,0.05192044,0.052299235,0.05209487,0.05172759,0.056399602,0.06343301,0.056721464,0.055436753,0.05578902,0.052621398,0.052621398,0.05218096,0.053278886,0.055377617,0.05537533,0.05537574,0.055406947,0.05537764,0.05527797,0.055411108,0.0554073,0.053854294,0.05234553,0.051458504,0.054469258,0.054469507,0.05814424,0.058142193,0.055098172,0.055280514
MIR31HG,0.059683867,0.4531043,0.055214036,0.92740047,0.063076936,0.8660084,0.050910197,0.05087064,0.05117373,0.37823337,0.052288365,0.8691394,0.09550014,0.8548658,0.93332255,0.33400992,0.052086033,0.29621774,0.056194466,0.5942904,0.9339172,0.16231178,0.96886796,0.05896111,0.09695237,0.06797999,0.05893374,0.05893374,0.05528499,0.23816667,0.054751683,0.122320525,0.06559472,0.13657573,0.9610914,0.22763921,0.107393816,0.09015894,0.06423091,0.09935341,0.054661322,0.18307878,0.054900542,0.05108997,0.051601607,0.051485498,0.05163192,0.05158348,0.05164568,0.05164516,0.05144979,0.051490173,0.056349628,0.051431328,0.051605176,0.051604893,0.051600803,0.059119597,0.051599264,0.09447527,0.05145259,0.05150292,0.051449146,0.05385178,0.40721166,0.058766104,0.051882222,0.054594185,0.058656726,0.051615916,0.04986041,0.04986042,0.09376044,0.075018786,0.051609017,0.05520947,0.055209786,0.05153344,0.055994816,0.05145718,0.052389547,0.11291451,0.05395254,0.056943182,0.06309338,0.053927895,0.05143081,0.05151237,0.051397268,0.051418606,0.05143502,0.05139377,0.051396124,0.082869,0.051443256,0.051464666,0.057514995,0.0514374,0.053011253,0.0513764,0.1487735,0.05139901,0.05141087,0.06291481,0.051383287,0.055358853,0.051385038,0.051394884,0.05305757,0.05270622,0.051434875,0.051436894,0.05146485,0.053381402,0.05709227,0.054123964,0.052893165,0.053004723,0.053169228,0.05277983,0.050754115,0.05153025,0.060103945,0.05163522,0.054103494,0.05166629,0.052031316,0.051750444,0.05212318,0.051891543,0.051562116,0.05617705,0.06318358,0.05649655,0.05522188,0.05557103,0.052222606,0.052222606,0.051935773,0.052202255,0.055124905,0.055122748,0.055123143,0.055153776,0.055124868,0.055027086,0.0551579,0.055154122,0.053615194,0.052153714,0.04969898,0.05413297,0.05413302,0.0578251,0.057823088,0.05479312,0.05496982
NAMA,0.5525035,0.79201144,0.051750835,0.832402,0.2644839,0.7224486,0.5472633,0.54738885,0.19007707,0.36079967,0.052308828,0.2362262,0.5286676,0.71068025,0.39424536,0.19006395,0.5488238,0.50857043,0.051731803,0.7825761,0.84484303,0.09212979,0.9436108,0.06431659,0.06808067,0.056934413,0.053378347,0.053378347,0.05165238,0.13329819,0.051566303,0.57765293,0.05609793,0.08176237,0.921153,0.61715245,0.0736715,0.41611516,0.0553512,0.06888845,0.051031828,0.099220365,0.05122083,0.049286097,0.04967412,0.049577605,0.049689684,0.04975624,0.049682543,0.049787723,0.04946967,0.04955467,0.051783852,0.049473837,0.051276825,0.049656946,0.04966069,0.05378124,0.05054372,0.06702255,0.049578253,0.049573306,0.049597055,0.050648343,0.5555543,0.05292844,0.05299826,0.05099331,0.053691775,0.04954944,0.06559405,0.06559405,0.06900211,0.061861526,0.053432714,0.051904157,0.051904555,0.049643412,0.3539026,0.049472827,0.062397197,0.075051665,0.055411182,0.052078806,0.05481541,0.05244255,0.049453285,0.04949617,0.04943612,0.04944701,0.0494552,0.049434274,0.049435537,0.063222244,0.04945945,0.04947044,0.05237323,0.049456544,0.05024789,0.049425438,0.08814544,0.049438804,0.049443025,0.05474083,0.049428985,0.05137659,0.049433608,0.04943496,0.051864263,0.050098896,0.04945529,0.049456257,0.04947044,0.050423134,0.06594273,0.05158997,0.050458577,0.050497796,0.050691422,0.050386865,0.05180956,0.049551055,0.053510875,0.04960603,0.05080145,0.04962434,0.049809758,0.049667142,0.049854476,0.05025489,0.04956004,0.0517234,0.054841798,0.05186851,0.051286194,0.051446166,0.051830605,0.051830605,0.051386993,0.54093903,0.05129664,0.051291812,0.05129329,0.051306866,0.05130109,0.051244404,0.051309515,0.05131109,0.19174965,0.049945835,0.0503752,0.05414963,0.054156665,0.054041967,0.054040704,0.051836397,0.051936436
NPTN-IT1,0.08057685,0.9724114,0.06917313,0.964394,0.08598153,0.9470277,0.05679523,0.05669157,0.057578318,0.4462701,0.060566776,0.44579548,0.3656832,0.9422686,0.9638433,0.43619394,0.059386883,0.37550008,0.0728244,0.9762415,0.9664991,0.37032843,0.9780988,0.08113153,0.20467027,0.11075031,0.081106275,0.081106275,0.06961504,0.3868835,0.06797179,0.2522554,0.10329401,0.29720104,0.97570074,0.88316554,0.23330842,0.15080205,0.09910616,0.21346653,0.068001896,0.34759784,0.06826191,0.057253573,0.05872333,0.058391638,0.058810804,0.058669474,0.0588496,0.05884159,0.058267184,0.05840025,0.07350326,0.058219377,0.058725562,0.0587326,0.058721043,0.081523865,0.058713987,0.19781083,0.058297522,0.05843907,0.0582876,0.06540885,0.10227373,0.08068928,0.05954797,0.06773236,0.079636574,0.058711663,0.053794563,0.053794563,0.18524885,0.13033293,0.058712535,0.06938139,0.06938241,0.05853417,0.070202686,0.0582689,0.062578805,0.24294747,0.06575413,0.07551488,0.09567342,0.065669246,0.058197197,0.058425616,0.058103886,0.058164053,0.05821262,0.05809475,0.058100663,0.15974586,0.0582355,0.058293507,0.07679924,0.05821756,0.062801175,0.05804657,0.29979113,0.058107115,0.058142755,0.09488291,0.058066,0.070089065,0.05806881,0.058097154,0.06318698,0.0619198,0.058210656,0.05821615,0.05829433,0.06389855,0.07465203,0.06612953,0.06253309,0.06286223,0.06334081,0.06220596,0.056722146,0.058538847,0.085381374,0.058839012,0.066207066,0.05892935,0.059984304,0.059168417,0.060252175,0.059541274,0.058622018,0.072752975,0.0957311,0.07380879,0.069692686,0.07080844,0.060561482,0.060561482,0.05957824,0.06050084,0.068930045,0.06892342,0.0689246,0.069015235,0.06892972,0.068641536,0.06902682,0.069016024,0.064436875,0.060302056,0.060042255,0.066245385,0.06624545,0.07768173,0.07767536,0.068261,0.068799295
NRON,0.55224836,0.41309342,0.051171422,0.80630016,0.052986976,0.69077045,0.4464092,0.45539308,0.060731735,0.5048531,0.053911135,0.5998882,0.3174969,0.46006024,0.36456025,0.16631807,0.050491482,0.10841742,0.05108394,0.41728637,0.32533336,0.0843868,0.4557247,0.066311285,0.06469498,0.055731945,0.052811366,0.052811366,0.051189035,0.11368707,0.051226944,0.57250476,0.054627333,0.07574984,0.90498245,0.4412998,0.068031915,0.059878334,0.05415533,0.06530719,0.050484486,0.08983605,0.050643083,0.049030934,0.050156392,0.049922347,0.050104372,0.050435502,0.050120946,0.050556265,0.049216837,0.04974242,0.051137388,0.049304094,0.06130702,0.049967844,0.049965102,0.055119686,0.053552732,0.06383513,0.050041605,0.0497511,0.05003751,0.050217953,0.5543032,0.052103363,0.06843279,0.05048508,0.05462193,0.049219318,0.050114613,0.050114613,0.066434294,0.060315926,0.05395556,0.051296454,0.051297832,0.050529,0.10438733,0.049177084,0.0749747,0.117964424,0.0694316,0.051544327,0.053682957,0.062472288,0.049136564,0.049175538,0.04912142,0.049130857,0.049138553,0.04911996,0.049120873,0.06047358,0.04914224,0.049150996,0.051630653,0.049139313,0.04982903,0.049112614,0.08145463,0.04912866,0.049127817,0.053626057,0.049115945,0.050787564,0.04911965,0.049120516,0.050465055,0.049869426,0.049138412,0.049138993,0.049150944,0.049969904,0.05776591,0.050285447,0.04976058,0.049807154,0.049878977,0.04971207,0.04952494,0.051994372,0.052583247,0.052150894,0.051323198,0.052320488,0.052509844,0.05233891,0.052388407,0.5487066,0.05221467,0.05107709,0.053710755,0.05119877,0.050713282,0.050844155,0.050195128,0.050195128,0.5486429,0.08555087,0.05070299,0.05069975,0.05070082,0.050712354,0.050706,0.050659746,0.05071474,0.050715245,0.056064837,0.049492408,0.048974536,0.05056871,0.05056894,0.05390514,0.0539041,0.050695773,0.050769005
PANDAR,0.12818873,0.978407,0.099658735,0.9756739,0.14219354,0.9690143,0.068443164,0.06818219,0.07038663,0.46767467,0.07790901,0.46844116,0.38718358,0.96687293,0.9780077,0.46577203,0.075508915,0.6116438,0.11191748,0.98106116,0.976657,0.7516352,0.9820974,0.13241182,0.3428633,0.20324467,0.13236248,0.13236247,0.10188068,0.44504973,0.09749916,0.37463892,0.18820208,0.41066414,0.98082155,0.9441409,0.36896116,0.2818816,0.18012461,0.35312796,0.0984557,0.4313735,0.09735254,0.06966432,0.073428884,0.07257939,0.07365468,0.07326871,0.07375359,0.07370655,0.07220585,0.07259181,0.11474432,0.07209565,0.07342313,0.07345366,0.0734248,0.13319214,0.07335934,0.33859983,0.07233279,0.072698206,0.072308354,0.09129343,0.18675533,0.13203482,0.07532238,0.09784581,0.12705706,0.07326363,0.06138363,0.06138363,0.3127962,0.23456983,0.07316108,0.10128622,0.10128885,0.07294249,0.103127755,0.07215952,0.07903456,0.3735954,0.091806725,0.12051192,0.1722483,0.09177662,0.07198501,0.07256022,0.071752764,0.07190574,0.072034255,0.071731664,0.071744636,0.29014558,0.07209155,0.07223065,0.122079656,0.07204138,0.084036924,0.07161157,0.40600097,0.07175586,0.07185283,0.16980845,0.0716613,0.10414754,0.07166126,0.07173571,0.08416589,0.08181337,0.0720245,0.072037816,0.07223433,0.08705926,0.11495811,0.09265607,0.08338773,0.084251426,0.08548294,0.08255303,0.06794338,0.07306082,0.14445837,0.07383712,0.09358641,0.074069925,0.07682639,0.07468269,0.07753213,0.07559217,0.0732462,0.11163954,0.17123744,0.11463029,0.10312396,0.106231995,0.07772837,0.07772837,0.07543399,0.077733904,0.09904366,0.099026725,0.09902978,0.09925923,0.09904282,0.0983133,0.09928837,0.099261284,0.08836492,0.077366196,0.060773294,0.093196236,0.093196265,0.12382754,0.123810604,0.09816279,0.09958538
